Label,Claim
0,What Obama Just Did to the White House Logo
1,Says Virginia is the biggest state that does not have a major league sports team.
1,"For 22 percent of N.H. Meals on Wheels recipients, the delivery driver is ""the only human contact in their life from week to week."""
0,"Did New Year's Fireworks 'Compete' with a Volcanic Eruption in Naples, Italy?"
1,"""The American healthcare system burns 18 percent of our national GDP. Nobody else is close."""
0,Did the Virginia Shooter Wear a MAGA Hat and Have a 'Trump 2020' Bumper Sticker?
1,Teen Actor From '13 Going On 30' Will Be 30 Soon
0,“Six-month Pfizer data show COVID vaccine causes more illness than it prevents.”
1,Did a Woman Find Human Ashes in a $2 Blue Heart Ornament?
1,Was Sesame Street's Bert Displayed with Osama bin Laden on Pro-Taliban Posters?
1,Does 'Quarantine' Originate from the Word 'Forty' (Days) in Italian?
0,Did Fracking Cause Volcanic Activity on Hawaii's Big Island?
0,Says Christopher Miller is “in charge of the military.”
1,Says first eight chosen to draw Austin City Council districts are seven Democratic primary voters and one Republican primary voter.
0,Mass Grave of Dozens of Tortured Black Men Found in Deceased KKK Leader's Estate?
1,“We’re the only major gas-producing state in the US that doesn’t have a severance tax.”
1,"Then-Sen. Barack Obama ""refused to raise the debt ceiling because he said President Bush had failed in leadership."""
1,"Says ""tenure still exists but it's been overhauled"" for teachers in New Jersey."
1,Is This Whimsical Cottage in Poland Real?
1,Brothers Traded Moleskin Pants as an Annual Christmas Gift
0,Did Snickers Remove a 'Dick Vein'?
1,Supreme Court Flip-Flops
0,Ashley Flores
0,Duane Martin Comes Out: Ends Eleven-Year Marriage with Tisha Campbell
1,Did Trump Admin Execute More People in 5 Months Than Feds Did in Past 50 Years?
1,Did USA Today Run a 'Front Page' Ad With Fake Stories About Hybrid Babies?
0,Did Mike Pence Defend Rob Porter's Domestic Abuse with a Bible Verse?
1,"""We’re. . . keeping and creating jobs in our state. From American Greetings, to Wendy’s, to Diebold, we’ve gone to their doorsteps to keep jobs right here in Ohio."""
1,Does Video Show Toddlers Holding Profane Signs at Protest?
1,"Yes, A Peppa Pig Theme Park Will Open in Florida"
1,Was Bruce Lee an American Citizen?
1,Did US Rep. Wear 'Kill ‘Em All' Shirt to GOP Event?
0,Does a BLM Flyer Label White People the 'Enemy'?
1,Is This Video of a Tiger Chasing a Motorcycle Real?
0,Are Two Handfuls of Cashews Equivalent to a Dose of Prozac for Depression?
0,Did Meghan Markle's Net Worth Make the Queen 'Cringe'?
1,"Yes, More Cars Are Stolen on New Year's than Other Holidays"
1,Is Asperger's Syndrome Named After a Nazi Enabler?
0,A German survey ranked Kyrie Irving as the “greatest threat to world peace” among world leaders.
1,The Bennett Bridge Murder Case
1,Did the White House Change Outgoing Message on Comment Line to Blame Democrats?
0,Did the Carnival Cruise Ship 'Triumph' Overturn and Sink?
1,"""General Flynn got his clearance from the Obama administration."""
1,"Death May Not Be Proud, But It Is Honest"
0,Obama Orders Life-Sized Bronze Statue of Himself to Be Permanently Installed in White House?
1,The Truth About Confederate History: Part 2
1,"""One man sacrificed for his country. One man opposed a flawed strategy in Iraq. One man had the courage to call for change. One man didn't play politics with the truth. One man stands up to the special interests."""
0,Trump's RNC Speech Plagiarized Hitler
1,KTVU Makes Racist Plane Crash Gaffe
1,Were 'Highway Closed in Event of Enemy Attack' Signs Posted During the Cold War?
1,"""Whether you like to admit it or not, half our general revenue goes to education."""
0,"No, Biden Didn't Put Medal of Honor on Backwards"
0,Did Native Americans Give NASA a Message to Take to the Moon?
0,Was a Child Expelled From School for Wearing a Donald Trump Costume?
0,Does the Nagapushpa Flower Bloom Every 36 Years?
0,Does Pic Show Albert Einstein Playing an Electric Guitar?
1,Did 'Yardi Gras' Replace Mardi Gras Parades in New Orleans?
0,Did Biden Say 'Goats Are Like Mushrooms?'
0,Did Crabs Swarm a Florida Road After Hurricane Irma?
0,Was Hillary Clinton Bribed for Her Iraq War Vote?
0,Did a Florida Woman Catch a Velociraptor on Camera?
1,"""We have lost more lives in the last two years"" due to opioids ""than all of the lives lost during the Vietnam War."""
1,"""Animal abuse is often an indicative trait of future acts of violence against humans."""
1,Did NHS Warn Against Gwyneth Paltrow's COVID-19 Advice?
0,Was George Soros Arrested for 'Hate Crimes Against America'?
0,Did Ronald Reagan Always Wear a Jacket in the Oval Office?
0,Did President Trump Assist Rescuers in Pulling Hurricane Victims from Floodwaters?
1,"Says President Trump said coronavirus testing makes the U.S. look bad, ""so I said to my people, ‘Slow the testing down.’"""
0,Can a Uterus Grow Back After Hysterectomy?
1,"""Pepper ... kicked off a jock tax, imposing a levy on the sports and entertainment industry."""
1,"""America has more governors who’ve worn blackface than black governors."""
0,Did a Woman Give Birth to a Human-Goat Hybrid?
1,"""Unlike the gridlock in Washington, more than 80 percent of the bills we passed during this General Assembly had bipartisan support."""
1,"Did a Man Receive a $153,000 Hospital Bill After a Failed Selfie With a Rattlesnake?"
1,Does Search Engine Ecosia Use Profits to Plant Trees?
0,ACLU and Cemetery Headstones
0,Do These Twitter Images Depict Trump Inauguration Crowds?
0,"No, Military Generals Didn't Announce Imposing Martial Law After Christmas"
1,Georgia has recovered more than $60 million that was lost to Medicaid fraud
0,Our Deepest Fear
1,Are There Floating Islands of Fire Ants in Hurricane-Flooded Areas of Texas?
1,Did Prince Philip Say He Wanted To Be Reincarnated as a Deadly Virus?
1,"Says when he was governor, ""we expanded participation in Virginia in early childhood programs by nearly 40 percent."""
0,"No, Kamala Harris Didn't Tweet, 'We Need to Focus on Defunding the Police'"
0,The 'OO5251839' Post Doesn't 'Circumvent' Facebook Algorithm
1,Did Raccoons Break into a California Building (Again)?
0,“Military Arrests Biden’s Sec. of Agriculture Tom Vilsack.”
1,"Did Muslim Groups Raise More than $190,000 for Pittsburgh Synagogue Shooting Victims?"
1,Kitten Nearly Dies from Vegan Diet
1,Was This Ship Built Using Steel from the World Trade Center?
1,Is McLovin's Birthday on June 3?
0,Does Video Really Show a UPS Driver Dunking Over a Car?
1,The highest paid employee of the State of Rhode Island is a basketball coach.
0,Does the Coriolis Effect Determine Which Direction Water Goes Down a Drain?
0,Muslims Rally Around Image of Jesus' Decapitated Head
1,"""Our spending has caught up with us, and our debt soon will eclipse the entire size of our national economy."""
0,Should You Lay 'Buckets of Water' Out For Wildlife Escaping Wildfires?
0,Did President Obama Cancel the National Day of Prayer?
1,"Says U.S. Rep. Steve Southerland ""voted to keep the shutdown going."""
1,Budweiser 9/11 Tribute
1,"Virginia was named ""best managed state, best state for business and best state to raise a child"" while I was governor."
0,Is Willie Nelson Seriously Ill?
0,Does This Photograph Show a Pilot Taking a Selfie Out a Plane Window?
0,Do Vaccinated People ‘Shed’ COVID-19 Vaccine Particles?
0,Did Henry Kissinger Say Donald Trump Is the 'One True Leader'?
0,Did Maine House Democrats Vote to Allow Female Genital Mutilation?
0,"No, Cargo Ships Have Not Stopped Traveling in the Atlantic Ocean"
1,Do Farmers Feed Cows Skittles?
0,"No, TikTok Video Doesn't Show a Joe Biden 'Double'"
1,"California’s prisons budget in 1970 ""was about 3 percent of the general fund. Now, it’s 8.9 percent, about $12 billion."""
0,Did the USGS 'Increase' Yellowstone’s Volcanic Threat Level?
1,Did Texas Issue an Amber Alert for 'Son of Chucky'?
1,Are Federal HIV Treatment Funds Being Used for Immigrant Internment?
1,Is This McDonald's COVID-19 Sign Real?
1,Did Amazon Solicit Donations to Help Pay Worker Sick Leave?
1,Did Paul Krugman Say the Internet's Effect on the World Economy Would Be 'No Greater Than the Fax Machine's'?
0,Does Saying 'My Pleasure' at Chick-fil-A Earn Free Food?
1,Has Trump Suggested He Wants His Image on Mount Rushmore?
0,Would a Proposed Virginia Law Outlaw Martial Arts and Firearms Training?
0,Do Left-Handed People Die Younger Than Right-Handed People?
1,Does Disneyland Sell a Pickle Corn Dog with Panko Crust?
0,NASA Confirms 15 Days of Darkness?
0,Is Trey Gowdy Replacing Mike Pence on the 2020 GOP Ticket?
1,"""The American people have endured 21 consecutive months of 9% or higher unemployment [and] 2.6 million jobs have been lost,"" since the stimulus bill was signed."
0,Did Sandra Bullock's Son 'Finally Confirm the Rumors'?
1,"Says Rick Scott ""didn’t even come to his own education summit. But he did take time to go to the tea party convention the same week."""
1,Are These Photographs of a Border Crosser Hidden in a Dashboard?
0,"Did Evacuation Alarms Go Off in Pyongyang, North Korea Amid 'Nuke Fears'?"
0,Was Richard Nixon the Original Gerber Baby?
0,"Around the world, people who exercise their ""health autonomy"" and don't get vaccinated are being put ""basically into internment camps."""
0,"Did a Man Find a Lost Cave, Enter, and Drop to His Knees?"
0,Is this a Time-Traveling Hula Hooper?
0,Tragically Hip Cancels Tour After Band Members Unable to Acquire Tickets
1,"""Our small staff of 51 is still fewer than we had a decade ago, yet our caseload -- like that of other courts -- has grown."""
0,'Crying Baby' Serial Killer Victim Lure
1,Mojave Cross
0,"After a “major water main break,” Georgia election workers counted “18,000 ballots, all for Biden” that they pulled from suitcases and with no election observers present."
1,Do Photos Show Prince William and Kate Being Carried by People of Color?
0,"Says there were “600,000 plus unlawful votes in Philly and Pitt.”"
0,Were Nazi Remains Found in the Stomach of a Giant Catfish?
0,Does Footage Show Tornadoes in Cape Town?
0,Did Trump Sign an Executive Order to Seize the Assets of Clinton and Obama?
0,Suicide Bomber Explodes After Falling Off Skateboard
0,Did the Trump Organization Win a Lucrative Contract to Rebuild a Syrian Airport?
0,Did 59 People Die After Pastor Gave Them Dettol To Drink To Prevent Coronavirus?
0,"Did an Outbreak of a Deadly 'HR3211 Virus' Occur in Louisville, Kentucky?"
0,Is Australia Using Chemtrails to Forcibly Vaccinate its Residents?
1,Did a Second Aide to Democratic Sen. Maggie Hassan Admit Role in Doxing GOP?
1,"A ""study showed as many as one in four people have had a package stolen from their residence."""
1,"""More children die in agricultural jobs than in any other industry."""
0,'Furry Protocol'? False Rumors Circulate About Wisconsin Schools
1,Is This Minnesota AG Keith Ellison with 'Antifa Handbook'?
1,"""Seventy-six percent of the American people support us passing the DREAM Act … with citizenship and legalization as part of it all. … More than 60 percent of Republicans support that."""
0,Are Michigan Police Worried About a ‘Vigilante’ Serial Killer of Pedophiles?
1,"""Ninety-five percent of Oregonians now have health insurance coverage, tens of thousands for the very first time."""
0,"Quotes Albert Einstein as saying ""I fear the day technology will surpass human interaction. The world will have a generation of idiots."""
1,"“Becerra supports Bernie’s government takeover of your health care, eliminating your employer-provided coverage.”"
1,Did a TikTok Video Reveal Recipe Process for Chick-fil-A's Nuggets?
0,Barack Obama and the D-Day Monument
1,"""We send a billion dollars to foreign countries every day because of our addiction to foreign oil."""
1,"Gov. Rick Scott's sale of the state planes was ""not proper."""
0,Cooking Eggs or Popcorn with Cell Phones
1,The Senate health care bill does not contain limits on medical malpractice lawsuits.
1,"""Hillary Clinton’s State Department sent three comedians to India on the ‘Make Chai, Not War’ tour."""
1,"Under Barack Obama's health care proposal, ""if you've got a health care plan that you like, you can keep it."""
1,West Virginia “is the only state to decline in population over the last 70 years”
0,Did Paul McCartney Die in 1966?
1,Says the U.S. fleet of attack submarines is scheduled to fall below the 48 boats that Navy says it needs to carry out current missions.
0,"At Least 17 Bodies Found in Ohio River Near Henderson, Kentucky?"
0,"Were Power Outages in Los Angeles, San Francisco and New York Caused by Cyberattacks?"
0,Does Photo Show Lice Sores on Chicken at Walmart?
1,"Says ""10 days after Hurricane Katrina, this chamber passed two separate bills amounting to $60 billion. It has been nearly two months since we had Superstorm Sandy, and nothing has passed."""
1,"Says ""as a share of the US economy, the government’s support for research and development (R&D) has fallen by nearly two-thirds since the 1960s."""
1,Is Trump Planning To Launch His Own Social Media Site?
1,Did Tyler Perry Offer Harry and Meghan His Home and Security?
1,Did Police Say Atlanta Shooting Suspect Had a 'Bad Day'?
0,Is the 'Ground Zero Mosque' Project Back?
1,"""The five economic indicators that the federal government tracks - for the first time since August 2006 - were positive this October."""
1,Is Isaac Newton’s Apple Tree Still Alive?
1,Did Trump Tweet Multiple Predictions That Obama Would Attack Iran?
1,Did University Drop ‘Gator Bait’ Cheer Over Its Historical Connection to Racist Imagery?
1,Did a Garbage Truck Violently Throw a Woman off a Bench?
1,Is Homeland Security Working to Compile a Database of Journalists and Bloggers?
1,Snow White: The Origins and Meaning Behind the Name
1,Did Prince Philip Get the COVID-19 Vaccine Before He Died?
0,Pro-Lifers Declare Every Sperm Is Sacred
0,Was a U.S. Pilot Shot Down After Destroying a North Korean Missile?
0,Did Ivanka Trump Promote 'Trump News Network' on Parler?
0,Is Photo of WWII-Era German Tank That Shot Down UFOs Real?
1,"Says Donald Trump's foundation ""took money other people gave to his charity and then bought a six-foot-tall painting of himself."""
0,Are These Giant Human Skeleton Photographs Real?
1,Did Kanye West Wear a Confederate Flag Patch?
0,Did Queen Elizabeth Wear a Brooch Gifted by President Obama While Meeting President Trump?
0,"No, Morgan Freeman Isn't Telling People to Stop Taking COVID-19 Tests"
0,Was 'Jingle Bells' Written as a Christmas Song?
0,No American Flags Present at the Democratic National Convention
0,Did Chick-fil-A Just 'Drop a Bomb' on Black Lives Matter?
1,"""90,000 Californians are unsheltered and homeless."""
0,Was a Dinosaur Mummy Dubbed ‘Appalachiosaurus’ Found in Tennessee?
0,Says George Soros was arrested in Philadelphia for election interference.
1,Abigail Spanberger “has voted with Nancy Pelosi over 90% of the time…”
1,Hyland's Baby Teething Tablets Discontinued
0,Is Kamala Harris' Book Included in 'Welcome Packs' for Unaccompanied Migrant Children?
1,"""We could save all the oil that they're talking about getting off drilling, if everybody was just inflating their tires and getting regular tune-ups."""
0,Was the Celebration of Christmas Illegal in the U.S. Until 1836?
0,Did Nelson Mandela Praise President Trump?
1,"Agriculture ""is the strongest industry in Ohio."""
0,Was the World's Longest Human Poop 26 Feet Long?
0,"Says Alexandria Ocasio-Cortez ""was fired from ‘Hot Dog On A Stick’ in 2008 — for incompetence."""
1,There's HOW Much Sugar in a Cadbury Creme Egg?
0,Did President Trump Sign a Law Restricting Welfare for 'Deadbeats'?
1,"""Triggering leftists, Trump's reelection campaign is selling plastic straws."""
1,"""American Hustle shows the FBI making real-life bribes to Washington politicians. I know, because as your U.S. senator, I turned them down."""
0,Did Jodie Foster Say 'Attacking the Rich Is Self-Defense'?
1,"""More Americans are uninsured today than when (President Donald) Trump took office."""
1,"""There are a lot of casinos across the country that have gone bankrupt."""
0,Says that “those who stormed the capitol yesterday were not Trump supporters. They have been confirmed to be Antifa.”
1,Did Gov. Gretchen Whitmer Violate Her Own COVID-19 Restrictions?
0,Delaware Child Support Card
0,Did Saudi Arabia Behead Its First Robot Citizen?
0,Was the Security Guard at Mandalay Bay an 'Accomplice' to the Las Vegas Mass Shooter?
0,FALSE: Oprah Winfrey Pregnant with First Child at 61
1,Is Putting Hotel Luggage in the Bathtub Upon Arrival a Good Idea?
1,Does Video Show an 800-Foot Underwater Atomic Blast in 1958?
1,Says New Hampshire has the third-highest property tax in the country.
1,Did Melania Trump Wear This Jacket on Her Way to Visit Children Separated from Their Families?
1,Does This Photo Show Skin Punctured by a Needle?
1,"""Over the last 10 years, Texas created 33 percent of the net new jobs nationwide."""
0,"Did President Donald Trump Donate His Entire $400,000 Salary to Rebuild Military Cemeteries?"
0,FALSE: Michele Bachmann on Solar Power
1,"Yes, a Ukrainian Mother Wrote Vital Information on Her Toddler's Back"
0,Is This COVID-19 'Vaccine Side Effects' Poster Real?
1,Did Centner Academy in Florida Bar Vaccinated Teachers?
0,What the Chairman of the Joint Chiefs of Staff Must Tell the Nation
0,Did 'Nazis' Tape an Antifa Member to a Utility Box?
1,"Did William Phelps Eno, the 'Father of Traffic Safety,' Never Learn to Drive?"
0,Is Ulta Closing After a Sephora Buyout?
1,"Says Keene, N.H., requested a ""military-grade armored personnel truck,"" citing their annual Pumpkin Festival as ""a possible target"" for terrorists."
1,"""The US has made strides in reducing carbon emissions that other parts of the world have not."""
1,"""The government does not need a warrant to read your old emails."""
0,Does This Photograph Show Democrats Campaigning in the Nude?
0,Did Chuck Schumer Say Judicial Nominees with 'Deeply Held Christian Beliefs' Are Unfit to Serve?
0,Did Melania Trump Wear Shower Curtains?
0,Did Pelosi Write This Letter to Portland Mayor Ted Wheeler?
0,France Announces It Will Use Guillotines on Terrorists
0,An HIV-positive Cadbury worker has been arrested after contaminating products with his blood.
1,"Is Domino’s Bringing Back Noid, a Mascot That Reportedly Drove a Man to Take Hostages?"
1,"Yes, 'Captain Kirk' Is Going to Space"
1,"""Nine million people have lower-cost HIV/AIDS medicine because of the work of the Clinton Foundation and my husband."""
0,Paul Ryan Confesses on National TV
0,Clinton Received Debate Questions Week Before Debate
0,Were DACA Recipients Photographed Burning an American Flag?
1,Does This Photograph Show a Stretch of I-40 in North Carolina Underwater?
0,"No, Trump Didn't Tweet That He Had Declared Martial Law"
0,Did George Soros Demand That Failed Democratic Candidates 'Pay Him Back'?
0,Are Democrats Trying To Change ‘Mother’s Day’ to ‘Birthing People’s Day’?
0,Was Mia Khalifa Diagnosed with HIV?
0,Did Allison Mack Confess She Sold Children to Rothschilds and Clintons?
1,'Tall Barron Trump' Pic Was Already a Year Old When It Went Viral
0,UPS Uniforms Stolen by Terrorists?
1,"Here's What's Going on with That Viral, Twig-Camouflaged Moth"
0,Was Anthony Bourdain About to Expose an Elite Pedophile Ring?
0,Did Brad Pitt Say That 'Elite Hollywood Pedophiles Control America'?
0,Mysterious Staircase at Loretto Chapel
0,NFL Banning the National Anthem in 2017
1,William Kamkwamba: The Boy Who Harnessed the Wind
0,Is Kansas City Ordering Churchgoers To Register with the Government?
0,"Quotes incoming U.S. Rep. Alexandria Ocasio-Cortez as saying ""under capitalism, man oppresses man. Under socialism, it’s the other way around."""
0,Was a Man Arrested for Playing the 'Finger Circle Game' With Law Enforcement?
0,U.S. Government Ships Radioactive Milk to Black Communities as Part of a Genocide Plot?
0,Did Donald Trump Advocate a 'No-Wash' Bathroom Trick in 'The Art of the Deal'?
1,"Says he ""is the only candidate in the race for Clackamas County Chair who will refuse to join the Public Employees Retirement System."""
1,Did a Youth Pastor Make an 'I Heart Hot Youth Pastors' Sticker?
0,"Dr Pepper Bought by Coca-Cola, to Be Discontinued"
0,"""If Trump is impeached in the house & not senate, he can run 2 more times."""
1,Does This Video Show Dolphins Creating Bubbles?
1,Did 'Supernatural' Star Misha Collins Intern for the Clinton Administration?
1,Georgia has saved $20 million through changes in criminal sentencing.
0,Does Hillary Clinton Still Secretly Oppose Marriage Equality?
1,Did the Song 'Jenny' Produce a Flood of Calls to 867-5309?
0,'7D' Whale Hologram
0,Did a 'Trump Train' Truck Get Stuck Under a Bridge?
0,'Old Lady in Distress' Rape Lure
1,"""Some of these members of the House of Representatives get hundreds of thousands of dollars in farm subsidies"" but want to cut food stamps."
1,Is This 'Mountain Face' Photo Real?
0,Did President Donald Trump Ban 'Full Face' Veils?
0,Is This a Photo of Alaska's 'Sleeping Lady' Mountain?
1,"Did Barack Obama Express Opposition to 'Undetected, Undocumented, Unchecked' Immigration?"
0,Does George Soros Own a Lab That 'Developed' COVID-19?
1,Two Editions of 'Wall Street Journal' Bear Opposite Headlines About Trump
1,"Wisconsin’s ""rainy day fund"" is ""165 times bigger than when we first took office."""
0,"Says the mother of Covington student Nick Sandmann said ""I only wish the pioneers had brought more blankets with smallpox."""
1,"The Republican Party ""fought very hard in the '60s to get the civil rights bill passed, as well as the voting rights bill."""
1,Was the Black Lives Matter Movement Nominated for a Nobel Peace Prize?
0,Did Trump Tweet About Banning 'Fake Boos' in Public?
1,Has the Trump Administration Launched an Immigrant 'Denaturalization' Task Force?
1,Did a Texas Homeowner Shoot 5 Armed Robbers with an AK-47?
1,Says Delaware County has more waterfront property than any other county in the state of Ohio
1,Russian Ships Displayed at 2012 DNC Tribute to Vets
0,Adam Schiff Pedophile Hoax: Baseless Claims Circulate About Congressman
0,"No, President Trump Wasn't 'Pronounced Dead'"
0,FALSE: Justin Trudeau Bans Donald Trump from Entering Canada
1,"Cigarette butts ""poison babies and small children because of the nicotine in them."""
0,Did Actress Dawn Wells Make Millions from 'Gilligan's Island'?
0,Was Parkland Student Chris Williams Shot While Saving Classmates?
0,Did Chipotle Employees Mysteriously Vanish?
1,Was a Rare White Giraffe Killed by Poachers in Kenya?
1,Theodore Roosevelt on Criticizing the President
1,Says Fox News gave Republican senators twice the air time as Democrats during a hearing about the Islamic State.
0,Ben Carson: 'Abortions Create Baby Ghosts that Haunt Hospitals'
0,Did a Black Woman Named Malinda Borden Perish Because Titanic's Lifeboats Were 'Whites Only?'
1,Did Fauci Warn Trump in 2017 That a 'Surprise Outbreak' Was Coming?
1,Does a Photo Show a Fish Trapped in a Jellyfish?
1,"""America is No. 1 one in oil and gas."""
0,Is This the Full Transcript of a Call from Flight 93 on 9/11?
1,"California firefighters decided ""to speak out"" against President Trump because his tweet about the state’s wildfires ""contained so much misinformation."""
1,McDonald's Creates Nutella Burger
0,Did AOC Start ‘Chain Migration’ Proceedings Against Melania Trump?
1,Says he has sued the Obama administration 25 times.
1,Did Turkish Football Fans Chant Putin 'Looks Like a Dick'?
1,You can buy lobster with food stamps.
0,Did Janet Reno Advocate the Prohibition of Private Firearms?
0,Did Roseanne Adopt an African Child After a Racism Kerfuffle?
1,"""Within the three miles surrounding the University Circle area, infant mortality exceeds some Third World countries."""
1,"The Trump administration worked to free 5,000 Taliban prisoners."
1,Third Apple Co-Founder Sold Share Now Worth Billions for $800
1,Did Trump Use Notes To Self in Sharpie Pen That Said 'I Want Nothing'?
0,"No, Conor McGregor Did Not Die in August 2022"
0,Bette Davis Landed Her Biggest Role After Posting an Ad in a Newspaper?
1,“FUN FACT: West Virginia is home to zero billionaires.”
0,Was the Oval Office Fumigated After Trump's Departure?
1,The murder rate in Atlanta is on the rise this year.
0,Is NASCAR Doing Away with Traditions Such as the National Anthem?
1,Does Biden Have a Personal Venmo Account?
0,Does Video Show a 10-Meter-Long Anaconda?
0,FALSE: Cosplay to Be Outlawed in Five States
0,Melania Trump Files for Divorce
1,Did White House Press Corps Physically Stand for Biden at First News Conference?
1,"""We’re spending $12,000 bucks a kid a year in the school system."""
1,Fifty Former National Security Officials Disavow Trump in Formal Statement
1,Is This Orangutan Actually Driving a Golf Cart?
1,"The federal tax code includes ""deductions for birds flying across America."""
1,Did Muhammad Ali Encourage Vaccinations?
0,Trump Signs Law to Lower the Age of Consensual Sex to 13?
1,"Charlie Crist broke the quarter ""record for fundraising in a U.S. Senate race in Florida."""
1,Did Actor Russell Johnson Fly 44 Combat Missions in WWII?
0,Was This Time Magazine's Definition of a Perfect Body in 1955?
1,"""Our health department, our city and our county declared racism as a public health crisis last year.”"
0,Dollar Tree Closing All Stores?
0,Photos shows 2022 “midterm ballots in trash.”
0,Celebrity Summoned to Jury Duty in Your Town!
1,"""The average margin of victory in the House of Representatives was 37%"" for Democrats and Republicans in the 2016 election."
0,Are Donald Trump’s “Make America Great Again” Caps Made in China?
0,Did Trump Give Mattis the Nickname 'Mad Dog'?
0,Muslim Mayor Just Banned the Word ‘Christmas?’
1,Did a Soldier Return From Deployment to Find Their Family Dead?
0,Did Facebook Rule That Military Emblems Are Not Appropriate?
1,"Did Blink-182 Incorporate Itself Under the Name ‘Poo Poo Butt, Inc.’?"
1,"Yes, 11 People Died When Suicidal Driver Parked on Train Tracks Near LA in '05"
0,"Did Diahann Carroll Praise President Trump, Plead with Democrats to Stop Criticizing Him?"
0,"Usain Bolt, Shakira Donated Millions to Haiti After Hurricane Matthew"
1,Did Ivanka Trump Advertise Goya Products?
1,Is the 'Bolton Strid' a Dangerous Stretch of Water?
1,"""When these [undocumented] students graduate from college, they're still illegal aliens. They cannot get a job."""
0,Upstate New York Murder-Suicide Linked to Las Vegas Mass Shooting?
0,Police Union Cancels Trump Endorsement
0,Were World Leaders Photographed with 'Satanic' Artwork at 2022 NATO Summit?
1,"""For now, we are still below average in the metro region."""
0,Did Alexandria Ocasio-Cortez Pass the 'Change Unfit New Textbooks Act'?
1,Did the NRA Ask Judicial Candidates for 'Position Letters' on Guns?
0,Did a California Newborn Become the First Child with an Emoji for a Name?
0,Did Keanu Reeves Say Hollywood Elites Use the ‘Blood of Babies’ to Get High?
1,"""60 percent of all Americans do not want to see Planned Parenthood defunded."""
1,"Says Mitt Romney said he does not ""line up with the NRA."""
0,Are Comedians Leslie Jones and Kate McKinnon Married?
1,Did 'The Simpsons' Mayor Say He Canceled Trip to the Bahamas While in the Bahamas?
0,David Rockefeller's Sixth Heart Transplant Successful at Age 99?
1,Are Shopping Cart Handles Riddled with Germs?
0,Did Michele Bachmann Say That 'Jesus Created Assault Rifles'?
1,"""TSA WILL ACCEPT DRIVERS PRIV CARDS FOR ID AT THE AIRPORT"""
0,Promoter Found Dead After Exposing Mayweather-McGregor ‘Fake Fight?’
0,Did President Trump Criticize Canadian Prime Minister Justin Trudeau's Social Media Use?
0,Did an 11-Year-Old Girl Shoot and Kill 'Illegal Aliens' Burglarizing Her Home?
1,Did a Walgreens in NC Inadvertently Inject Saline Instead of COVID-19 Vaccines?
1,Can You Get Carbon Monoxide Poisoning from Sitting in a Snowed-In Car?
0,Was a Father Sent to Jail for Paying Too Much Child Support?
1,"""President Obama became the first president since Carter to leave the White House with a smaller federal prison population than when he took office."""
1,Did an Illinois Suburb Enact a Ban on Assault Weapons?
0,'Dear Scrotty Students' Letter to Oxford University Students
0,Did Babe Ruth Replace George Halas in the Yankees' Outfield?
0,Did the Oscars Not Offer Closed Captions Until 2021?
0,Large Motorcycle Group Heading to Trump Inauguration?
0,Did Mia Khalifa 'Expose' Ajit Pai After He 'Slid Into Her DMs'?
1,Is This a Severely Wounded Marine's Wedding Photograph?
0,"No, Apple Isn't Shutting Off the Emergency Broadcast System"
0,Alan Rickman Rocking Chair Meme
1,"""In the 2000 Florida election, at least 1,100 eligible voters were wrongly dropped from voting rolls in an attempt to purge a list of felons. Many of those who were dropped showed up to vote and were told they could not."""
0,Did Tucker Carlson Say This About Nebraska Man's Death to Stoke COVID Vaccine Fears?
1,DeVos Family Campaign Contributions
1,Is the Florida Homework Assignment About Trump and Media Bias Real?
0,Is This a Marijuana Grower Hiding From Law Enforcement?
1,Hillary Clinton Rated 'Most Admired Woman' More Than Twenty Times
1,"""For at least a year now, I have called for two additional brigades, perhaps three."""
1,Did a Catholic Priest Put an Aborted Fetus on an Altar to Promote Republican Candidates?
1,Trump Taps Outspoken Climate Denier To Oversee EPA Transition Team
1,Does This Video Show a Nanobot Inseminating Egg with ‘Lazy’ Sperm?
0,Did Twitter and Facebook Ban a Norwegian Cartoon About Trump?
0,"'We Hate Muslims, We Hate Blacks' Chanted at Trump Rally"
0,Did Betsy DeVos Tweet 'It's Is My Favorite Country' About America?
1,"""Could I just point out that ... I seem to get the first question all the time?"""
0,Did a Cornell Student Cut 37 Pounds Using Apple Cider Vinegar and Supplements?
0,Did Elon Musk Offer to Buy ABC's 'The View'?
0,Is Facebook Removing Military Amputee Photos?
0,Did a Former BBC Investigative Journalist Die in 'Suspicious Circumstances'?
1,"""Of the 25 wealthiest nations, we're the only one that doesn't provide basic health coverage."""
0,Teddy Roosevelt on Conservatives vs. Liberals
1,"""A shocking 20 veterans are committing suicide each and every day, especially our older veterans."""
1,The Death of Deborah Gail Stone at Disneyland's America Sings Attraction
1,Do Most People Struggle To Recognize the Lowercase Letter ‘G’?
1,"""As governor of Florida I defunded Planned Parenthood."""
0,Did Mike Pence Say 'Allowing Rape Victims to Have Abortions Will Lead to Women Trying to Get Raped'?
1,Did a California Teacher Call Military Members 'the Lowest of Our Low'?
1,Is This Abandoned Train Tunnel Real?
1,Was the First ‘Murder Hornet’ Nest in US Eradicated?
0,Did Canada Pay Off Entire Federal Debt One Day After Marijuana Legalization?
1,Is This a Real Science Textbook Introduction?
1,Did Fox News Use an Image of Patti LaBelle During Their Aretha Franklin Tribute?
