Label,Claim
0,"""Newly Elected Republican Senators Sign Pledge to Eliminate Food Stamp Program in 2015."""
0,"Chris ""Sununu supported Obama’s Common Core agenda, taking away local control of our schools."""
0,An optional microchip for COVID-19 vaccines “would give officials information on who has and has not been vaccinated” and “tracks the location of the patient.”
1,"""People want the minimum wage, they want marriage equality, they want women’s health care. There’s issues that actually that really do matter, social issues that matter to the people of this state. So I know Barbara would support those issues, I know the governor hasn’t. You’ve seen the actions he’s taken on them."""
0,Did 'The Simpsons' Predict Pro-Trump Horned Rioter Jake Angeli?
0,Did Kurt Russell Share A Poem Opposing the Defunding of Police?
1,"Even after collective bargaining reforms, most Wisconsin public employees ""are still paying about 12 to 13 percent"" of their health insurance premiums, while most state residents who work in the private sector ""pay 20 to 25 percent."""
0,"Rep. Alexandria Ocasio-Cortez said, “I don’t need truckers. I get my food from the grocery store.”"
0,“Jamaica has not recorded any case of the coronavirus.”
0,"Tornado Carries Mobile Home 130 Miles, Family Inside Unharmed?"
0,Says Joe Biden played N.W.A.’s “F--- Tha Police” during an event in Florida.
0,"The Republican National Convention ""is a Super Bowl times four."""
0,"""Bike lanes and sidewalks have been proven to reduce crashes by up to 38 percent on Austin’s streets."""
0,"""The DEA just raided a United States senator — Dems in a panic."""
1,"ISIS sends out ""90,000 social (media) messages a day."""
0,Did a Texas School District 'Mandate Teaching Kids How to Have Anal Sex'?
0,Did Chipotle Employees Mysteriously Vanish?
1,Is This a 'Possum-Eating' Spider?
0,Is This John D. Rockefeller's 'Masonic Creed'?
0,Does Video Offer Real Footage of the Titanic Sinking?
0,"""It still had not gotten terrible on the roads"" by 2 to 3 p.m. Tuesday."
1,"""Senator Obama's relatives and friends say he has been talking about running for president for at least the last 15 years,"" a campaign spokesman said."
0,"""When I became president, President Obama had a separation policy. I didn’t have it. He had it."""
0,"“When a person cries, if the first drop of the tears come from the right eye, it’s happiness. But when it comes from the left eye, it’s pain.”"
0,"""Senator Obama has the most liberal voting record in the United States Senate."""
0,"On Oct. 19, Donald Trump tweeted, “Thank you Elon Musk, I’m back!!!”"
0,"""We've had examples like in Yuma County, where we've been able to stop 97 percent of the illegal (immigration) flow, and those programs, they abolish."""
1,Is This a Picture of André the Giant Holding a Beer Can?
1,Donald Trump: Pregnancy Is an 'Inconvenience' for Businesses
1,Did Trump Say Revolutionary War Troops Took Over Airports?
1,"In the stimulus, ""$15 million dollars went to 'build a bigger, better airport' for the town of Ouzinkie, Alaska, population 165."""
0,Do Stars on the Sides of Homes Indicate the Residents are 'Swingers'?
0,"""Local law enforcement . . . will have access to the [Obamacare] Data Hub’s treasure trove of personal info."""
0,"A precinct in the Allen West-Patrick Murphy recount has ""7 registered voters in Guatemalan community and the tally showed 900 voted!!!!!"""
0,"“118-year-old William Bradley voted via an absentee ballot in Wayne County, Michigan this year. William died in 1984. They’re trying to steal this election.”"
0,"The FBI uncovered ""256 texts between Adam Schiff and Jeffrey Epstein"""
0,"""More businesses went out of business last year than were started for the first time in our history."""
0,"Donald Trump would ""engage in a risky scheme to privatize Social Security."""
0,"""The studies have shown us that [drug testing for welfare recipients] will be saving us money"""
0,Did Senate Candidate Kyrsten Sinema Vote to 'Allow Abortions Up to Birth'?
0,Donald Trump Just Admitted He Was a Hillary Clinton Plant the Whole Time
1,Did the Hollywood Sign Once Say 'Hollywoodland'?
0,"It's ""common knowledge"" that al-Qaida is receiving training from Iran."
1,Have Infants Died from Aspirating Baby Oil?
0,Planned Parenthood clinics are “closing down all over the country” because Roe v. Wade was overturned.
0,"""Pritzker and Madigan want to change the constitution to allow a permanent jobs tax on middle class families."""
0,About That Amazing Ball Girl Catch Video
0,“943 innocent kids … are now injured or dead” because of the COVID-19 vaccine.
1,Leonardo DiCaprio Appeared on a Disney Channel Game Show
0,Did the Vatican Confirm Pope Francis Had Coronavirus?
0,"States are seeing increases in revenue, with an average decline of just 0.12% compared with 2019. Over half of states report positive growth, including California, New York, and Illinois."
0,Did a TV Station Report Biden-Sanders Primary Results Before the Election?
0,Did Henry Kissinger Advocate 'Forcible Vaccinations'?
1,"In 2017, ICE ""arrested more than 127,000 illegal immigrants with criminal convictions or facing charges of breaking our nation's’ laws,"" and removed nearly 5,000 gang members."
0,"Brad Pitt Endorses Donald Trump, Slams Money-Hungry Liberals"
0,Nancy Pelosi Endorsed Bernie Sanders?
0,"""Barack Obama and Joe Biden oppose new drilling at home and oppose nuclear power."""
1,"""The U.S. Navy has sailed ships around the world for 60 years with nuclear power plants on them and we've never had an accident."""
0,Sen. Marsha Blackburn made a white power symbol at Ketanji Brown Jackson.
0,"A funeral home used a truck to advertise the message ""Don't get vaccinated."""
0,Judge Aileen Cannon “loses her license.”
0,"A new Facebook/Meta rule allows the company to use people’s photos without their permission, and posting a notice on your page will stop it from doing so."
1,"""On a per capita basis, Irving-Las Colinas has more Fortune 500 companies than any city in the United States of America."""
0,Is There a 'New Outbreak' of HPV That 'Kills Faster than AIDS'?
1,Did Jerry Falwell Tweet a Racist Photo?
0,"""BREAKING NEWS: Donald Trump On His Way To Donate Kidney To Melania Trump."""
0,Did a UFO Disappear Into a 'Portal' Above Colorado?
1,"""Trump looking to open up E Coast & new areas for offshore oil drilling when Congress has passed no new safety standards since BP"""
0,"""Ashley Moody was a lifelong Democrat."" ​"
1,His biography says he was the top ROTC officer in the nation.
0,Is Wearing Anonymous Masks in Public Illegal?
1,Is This a Real Photograph of a Man Holding a 'Homeless N*****s Go Back to Africa' Sign?
0,"Says Mark Pryor voted ""to give Social Security benefits to illegal immigrants."""
0,Was a Woman in Snake-Printed Pajamas Injured by Her Startled Husband?
0,Says there’s an 800 number you can call to track the status of your stimulus check.
0,Did President Trump Replace Washington Portrait with Vigo the Carpathian?
0,"""A cashier earning $20,000 per year pays the same (Virginia) income tax rate as a hedge fund manager earning $20 million per year."""
0,Says he never wanted to raise the debt ceiling.
0,Yellowstone Evacuated Due to Volcanic Eruption
1,"""Because of #TaxReform, 4 million American workers have received raises and bonuses, and 90% of Americans are seeing bigger paychecks this month."""
1,"""The poverty level in"" the Dallas school district ""is one of the highest in the country, higher than New York, Chicago, Los Angeles, Houston, Detroit and Newark."""
1,"The Islamic State, or ISIS, was ""cast off by al-Qaida because"" it was ""considered too extreme."""
1,“Public schools are now as segregated by race and class as they were in the 1960s.”
0,Did Trump Say FDR Hid in a Bunker During Vietnam Protests?
0,A common cold can cause a positive COVID-19 test.
0,Did Taylor Swift Humiliate a Fan for Wearing a Trump Shirt to Her Show?
0,Is L.L. Bean Refusing to Hire Registered Gun Owners?
0,"""Report: 3 million votes in presidential election cast by illegal aliens."""
0,"CNN staged a fire in Edmonton, Canada, and claimed it was filmed in Ukraine."
1,Is Pinkeye a Symptom of COVID-19?
0,News networks covered Brett Kavanaugh’s confirmation hearing live but not Ketanji Brown Jackson’s hearing.
1,"Says ""half the Americans don't pay any income taxes."""
0,Fake Clint Eastwood Quote
0,"""Apply Now and Win the Canada Diversity Immigration Visa Lottery (DV-2019) Program | Live and Work in Canada."""
1,"Between 1980 and 2010, water usage in Georgia dropped even as the state’s population grew."
0,Etymology of 'Phat'
0,UN Official John Ashe Killed the Day Before He Was to Testify Against Hillary Clinton
0,'Stranger Things' Season Two to be Written by Stephen King?
0,Says Robert E. Lee opposed slavery and secession and has come to symbolize both slavery and secession.
1,Did Consumers Sue Over Alleged Hair Loss Ingredient in TRESemmé Shampoo?
0,Says George Soros was arrested in Philadelphia for election interference.
1,Are Black-and-White Caterpillars 'Poisonous'?
0,"Rudy Giuliani is ""probably the most underqualified man since George Bush to seek the presidency."""
0,"On the Iraq war, ""I said it loud and clear, 'You'll destabilize the Middle East.' """
0,"""Many"" of the founding fathers were ""very actively involved"" in cockfighting."
0,"""Congress quietly repealed the McCarran Warner Act of 1952 forbidding Muslims from holding office."""
0,'Crying Baby' Serial Killer Victim Lure
0,“They just exposed Mark Zuckerberg as a CIA agent.”
0,"As part of the Obama administration's criminal justice reforms, “38,000 prisoners were released from federal prison.”"
0,Says Supreme Court Justice Sonia Sotomayor was photographed at dinner with Democratic lawmakers.
1,"""President Obama decided not to meet with Prime Minister Benjamin Netanyahu in New York."""
1,"The cost to implement Florida's class size amendment so far has been ""$16 billion."""
0,'The Notebook' Sequel Isn't in Production
1,A Texas Plumber's Truck Lands in Syria
0,Says Dr. Anthony Fauci “stands to lose 100 million dollars on Bill Gates ‘vaccine’ for the coronavirus. Because he invested in this vaccine.”
0,Do 10 Percent of College Grads Think Judge Judy Is on the Supreme Court?
0,Al Franken Said His Judgment is More Important than Constituents'?
0,WikiLeaks Bombshell: Bill O’Reilly and Megan Kelly are Clinton Operatives
1,"A typical married couple ""will contribute $119,000"" into Medicare but will ""receive $357,000 in Medicare benefits over their lifetimes."""
0,Did Muslim Federal Judge 'Mahal al Alallaha-Smith' Rule that Two Items of Sharia Law Are Now Legal?
0,"Says Gov. Rick Perry has been ""begging"" for the federal government to send the Coast Guard to patrol two lakes on the U.S.-Mexico border."
0,"Insurers delayed an Illinois man's treatment, ""and he died because of it."""
0,Does an 1866 Court Case Bar States from Enforcing Social-Distancing Regulations?
1,"Says that except for Donald Trump, ""every other major party nominee"" for the past 40 years has released their tax returns."
0,Was Photographer Michio Hoshino Killed by a Bear?
1,Hillary Clinton 'Communes' with the Spirit of Eleanor Roosevelt
1,"Says Mary Burke’s Madison school district ""will be the only school district left in the state"" to ""ignore the (Act 10) law"" in the 2015-16 school year."
1,The very first meal on the surface of the moon was the Holy Communion.
0,Does Photo Show Air Florida Flight 90 Crashing into Bridge?
0,"""Top Democrats refuse to stand for Gold Star widow."""
1,"""75 percent of the town boards in Wisconsin have no women on them at all."""
0,Were Muslims Banned from the U.S. in 1952?
0,“Joe Biden is handing our power grid to the Chinese Communist Party.”
0,Says U.S. Rep. Rashida Tlaib was photographed in front of a picture of Osama bin Laden and an ISIS flag.
0,Is Lululemon Recruiting 150 Ambassadors via Instagram?
0,The U.K. is no longer recommending the Pfizer-BioNTech COVID-19 mRNA vaccine for pregnant women.
0,"""They didn’t even put up a fight against SALT"""
1,"The United States is no longer ""top nation in the globe on infrastructure,"" having fallen to 15th."
0,"A video of Mark Zuckerberg shows him talking about controlling ""billions of people’s stolen data"" to control the future."
0,"""Babysitter on crystal meth eats 3-month-old baby."""
1,People who “have recovered (from COVID-19) have very strong immunity.”
0,"“We’re down near the low end of per capita deaths ... Most places are at 60 deaths per 100,000. We're at 29.”"
1,"""One out of five Americans cannot afford the cost of prescription drugs."""
0,"""USA: Mysterious Nazi submarine from WWII discovered in Great Lakes!"""
0,"The newly proposed House Republican budget ""abolishes Medicare within 10 years."""
0,"On climate change, ""the temperature readings have been fabricated, and it's all blowing up in their (scientists') faces."""
0,"Says the difference between her and Barack Obama is ""about 35 years of experience."""
1,"Says the Republican Party platform says ""pull back even more of the rules on campaign finance reform, get rid of McCain-Feingold"" while the Democratic Party platform says ""we want to find a way to put more fair rules on campaign finance reform."""
0,"Says Michele Bachmann said on Fox News, ""This country could use a president like Benjamin Franklin again."""
1,"""Most Texans aren't millionaires."""
0,"""Seventy-seven of the top 300 cities with the highest poverty rate"" nationwide are in California."
0,Audit the Vote
0,Says photo of Malia Obama's credit card next to white powder was found on Hunter Biden's laptop.
0,Trump Leaks Classified Info After Intelligence Briefing
0,Did Joe Biden Misremember Who Attacked Pearl Harbor?
0,Georgia didn’t update its voter rolls prior to the 2020 presidential election; “this means we (you!) won the presidential election in Georgia.”
0,"There’s a ""new Netflix show to make little boys into ‘sexy’ little girls."""
1,The cost of the food stamp program is at an all-time high.
0,The remains of Brian Laundrie that were discovered in Florida belong to a twin.
1,"""Over the last four years, 53 percent of black wealth has just disappeared."""
0,Are Tucker Carlson and Vivica A. Fox in a Relationship?
1,Palestinian Terrorist’s Wife to Address Clinton Foundation
1,"""They're paying a less rate of tax -- these richest people in America -- than they have in the last 80 years."""
1,Did Neil Young Use Homophobic Slurs When Talking About AIDS?
0,"""The (economic stimulus) legislation could open billions of taxpayer dollars to left-wing groups like the Association of Community Organizations for Reform Now (ACORN)."""
0,Were 80 Trump Ballots Burned?
1,Are These Real Headlines Describing the Deaths of Rush Limbaugh and Abu Bakr al-Baghdadi?
1,Did White House Say Unvaccinated Are Looking at 'Winter of Severe Illness and Death'?
0,Did New Mexico Make Ramadan a State Holiday?
1,Is This 'Transparent' Frog Real?
0,“The CDC may have to stop calling COVID-19 an ‘epidemic’ due to a remarkably low death rate.”
1,"""Seven more people will die each and every day until the Legislature ratifies these (pain clinic) rules that are being approved by the Board of Medicine and the Department of Health."""
0,"Ken Cuccinelli would ""take money away from public schools to fund private schools."""
1,"""Half of the American women who are murdered are killed by their intimate partners."""
0,"Says as GOP was picking a convention city, ""I recommended Ohio."""
1,"The census ""for years and years and years, decades, has asked, ‘Are you a citizen of the United States of America?’"""
1,Was 'Hang Mike Pence' Chanted at Capitol Riot?
1,"Did McConnell Say 'No Question' Jackson Qualified, Then Say He Won't Support Appointment?"
0,"Says the 2019 coronavirus ""causes sudden death syndrome."""
0,"""Our economy is not growing."""
0,"In the plot to kidnap Michigan Gov. Gretchen Whitmer, “the perps were ANTIFA and BLM anarchists.”"
0,"The CNBC debate was supposed to be three hours, and he ""renegotiated it down to two hours."""
0,"""Smallville star confesses she sold children to Rothschilds and Clintons."""
1,Says the top 20 percent of income earners pay nearly 70 percent of all federal taxes.
0,Did President Trump Rename 'Black History Month' to 'African-American History Month'?
0,Teen Kills Younger Brother Because He Thought He Deleted His Pokemon
0,Fuel containing 15% ethanol will ruin a car engine.
0,"""There's no rationing in any of these bills."""
0,"""Mitt Romney: ‘Trump has some very serious emotional problems, he must resign before we…’"""
0,"Says Secretary of State Rex Tillerson got a ""government service golden parachute"" payment of $180 million ""from Exxon Mobil that he would have to forfeit had he taken a job elsewhere."""
1,Did the RNC Chairwoman Delete a Tweet Suggesting Biden Won?
0,Did a Woman Set a World Record with 14 Kids from 14 Fathers?
0,"The University of Missouri saw ""the biggest drop in enrollment of any major university in the country"" since the 2015 protests."
0,"Sheldon Whitehouse voted for a ""$525-billion tax increase on the middle class."""
0,"""I had prostate cancer, five, six years ago. My chance of surviving prostate cancer, and thank God I was cured of it, in the United States, 82%. My chances of surviving prostate cancer in England, only 44% under socialized medicine."""
0,Solar Eclipse from Space
0,"""We provided terrorists in Iraq more rights and due process in the Central Criminal Court of Iraq"" than House Democratic leadership has afforded President Donald Trump in the impeachment inquiry."
0,'Everything Was Forbidden': Did Orwell's '1984' Predict COVID-19 Restrictions?
0,Does This Viral TikTok Vid Show the ‘Right’ Way to Use Trash Bag?
0,"The Atlanta area’s water planning district ""is now the national leader in conservation."""
0,Says CNN and other news organizations tweeted that a journalist was executed in Kabul by Taliban fighters.
0,Did Prince Harry 'Admit' Meghan Markle Might Not Be 'The One'?
0,Was a Migrant Girl Found With '20 Types of Semen in Her'?
0,Does a Photograph Show a Dementor-Like Figure in the Sky?
1,"""We are incarcerating more children than any time ... since we interned Japanese-Americans during World War II"""
1,"""Had the online change of address been in place in 2008 an estimated 130,000 voters who cast provisional ballots could have changed their address online and voted a regular ballot."""
0,Did Colin Powell Make Viral Remarks About 'Lazy Immigrants' and White Hypocrisy?
1,“Ivermectin has been FDA approved for human use since 1996.”
1,"During ""the recent global warming summit in Copenhagen, Nancy Pelosi and others stayed at a five-star hotel on a trip costing nearly $10,000 per person."""
0,Were Halloween 'Blood Rave' Attendees Sprayed with Real Blood?
0,"""Under Pat McCrory, (North Carolina) has fallen to 41st in teacher pay."""
1,Is This Car Loaded with 3000 Lbs. of Building Supplies?
0,"Says Oregon’s political tax credit is something ""every state should have and no other state does."""
0,"""Canada Pays Off Entire Federal Debt One Day After Marijuana Legalization"""
0,"Says two patients at Valley Regional Medical Center in Brownsville, Texas, “are being looked at” for possible coronavirus infections."
0,“American journalist” Jack Posobiec was “arrested at World Economic Forum.”
0,"Because Gov. Chris Christie vetoed a 30-bill job creation package, ""New Jersey ranks 50th in the nation in job creation."""
0,An anonymous e-mail says that Hillary Clinton advocates communism.
1,"In February, John McCain ""suggested"" the Bergdahl-Taliban swap that he now calls ""outrageous and dangerous."""
0,"""We can fix our roads without raising taxes."""
1,"""Currently, there is no one from South Austin on the (Austin City) Council!"""
0,Is Dominion 'Subsidiary' Chairman Peter Neffenger on Biden's Transition Team?
0,Video shows Tucker Carlson speechless in interview with a guest.
0,Can Poll Workers Invalidate Ballots by Writing on Them?
0,"CDC ""will revoke the emergency use authorization"" of the PCR COVID tests because those tests don't differentiate between COVID and flu viruses. ""Translation: They've been adding flu cases to Covid cases when using that test.”"
1,Did the Obama Administration Remove USPS Mailboxes?
0,Mexico-Guatemala Border Wall
1,Did Disney Fake Lemming Suicide for the Nature Documentary 'White Wilderness'?
0,Is This a Photograph of a Wasted Brett Kavanaugh?
0,Picking Bluebonnets Is Illegal in Texas?
1,"Missouri ""is leading the country when it comes to improving services for mental and behavioral health. Innovation is happening right here."""
1,Did Anti-Abortion U.S. Rep. DesJarlais Encourage Partners to Have Abortions?
0,"Mike Pence Opposes Word ‘Vice’ on Religious Grounds, Doesn’t Want to Be Called Vice Presidential Candidate"
1,Were King Cobras Shipped to Los Angeles in Snack Containers?
0,"The Texas leg of the Keystone pipeline ""has already created 4,800 jobs in just the year it's been up and running."""
0,Says the U.S. is developing an “antivirus” that includes a chip to track your movement.
0,Did Lightning Strike a Getaway Car Used in a Church Robbery?
0,"""The Taliban has been there for years and years, I mean, hundreds of thousands of years."""
1,"The deficit this year could pay ""all of the 2013 salaries of every professional baseball player for the next 248 years."""
0,Are Dragon Soop Beverages Contaminated with HIV?
1,"“There’s still (only) a handful of school districts"" doing no in-person instruction."
0,"""You're supposed to throw away your shoes"" if mercury from a broken CFL light bulb gets on them."
0,"Did NASA 'Admit' Climate Change Is Caused by Changes in Earth’s Orbit, Not Humans?"
0,Is This 'Monster Bullfrog' Real?
1,"Since taking office, Hochul has passed more than 400 new bills"
1,Did Michael Jordan Sue a Grocery Store for $10 Million?
1,"“When Fidel Castro came into office, you know what he did? He had a massive literacy program.”"
1,Are Essential Oils Poisonous to Pets?
0,Did a Husband Fly Drone To Catch Cheating Wife at CVS?
1,Donald Trump Compared Prep School to Military Service?
1,Did a TEDx Speaker Say Pedophilia Is an 'Unchangeable Sexual Orientation'?
0,"""The biggest contribution"" behind a decrease in U.S. unemployment ""was 1.2 million people leaving the workforce"""
1,Empire Goddess
1,"Federal officials declared that grant funds ""could be used only for Milwaukee's streetcar project,"" meaning it ""isn’t possible"" to redirect the money to ""other modes of public transportation or to our public schools."""
1,"""McCain opposes a woman's right to choose."""
0,Says Gov. Tony Evers is “pushing firearm confiscation orders”
0,Homemade baby formula recipes offer a ‘viable option’ during U.S. shortage
1,Was a Violently Racist Carnival Game Once Popular in America?
1,"There are fewer wars, there are fewer people dying in wars ""now than there have been in quite some time."""
1,“Immigrants make up a majority of essential workers in places like New York City.”
0,"""Julia Roberts claims ‘Michelle Obama isn’t fit to clean Melania’s toilet’ """
1,Crazy Thanksgiving Fails Answered by the Turkey Hotline
0,"""Senator McCain would pay for part of his (health care) plan by making drastic cuts in Medicare — $882-billion worth."""
1,"""More than half of death row prisoners are people of color."""
1,"""In the past two years in Congress, I’ve written more bills, passed more amendments on the floor of the House and enacted more of my bills into law than any other member of the House."""
1,"""Odd fact for odd draft: No. 2 overall pick will earn more than the No. 1 pick due to no state tax in Florida. So 2 not so bad."""
0,"""ISIS camp a few miles from Texas, Mexican authorities confirm."""
0,Did Police Raid and Burn a Standing Rock Protest Camp?
0,Do Videos Show Magnets Sticking to People's Arms After COVID-19 Vaccine?
0,Phony Carpark Attendant Collects Parking Fees
0,"No, This Photo Doesn’t Show a Baby Platypus"
0,Says it shows a “DNC Group” teaching “ILLEGAL VOTING in Arizona.”
0,“Breaking: Judiciary Democrats just voted to support non-citizens voting in our elections.”
0,"""In Germany, millions of solar panels are blanketed in snow and 30,000 wind turbines are sitting idle because there’s no wind.”"
0,Trump to Nuke Mexico if They Don't Build Border Wall
0,"Says James Langevin voted to spend ""$3 billion for a jet engine no one wants."""
0,Road Runner Tunnel Crash
0,Says withdrawing troops from Afghanistan could save the U.S. $50 billion.
0,Did a Bombing Take Place in Vatican City?
0,Says he can’t release his internal affairs record because there are Attorney General guidelines in place protecting it.
1,Did Trump Retweet a Video Saying 'The Only Good Democrat is a Dead Democrat'?
0,Does a Vintage Advertisement Show Boy Eating a Stick of Butter?
0,Colorado Rockies Baseball Team to Sell Marijuana Brownies at Their Concession Stands?
0,"""Russian source behind fake Trump dossier killed in Russian plane crash, Rosatom CFO also dead"""
0,'Chilling' Photograph of Fatal Crash Shows Spirit Leaving Victim's Body
1,"Says ""$1,100 of the tuition paid by every Oregon university student annually goes just to pay the costs of PERS."""
0,Are Boston Public Schools Suspending Advanced Classes Because of Too Many White and Asian Students?
1,"""If you are a federally licensed gun dealer and your license is revoked because you've engaged in misconduct ... your entire inventory under prevailing law is deemed your personal collection. You then can sell it free from any background checks."""
0,Did 'Banned' Photo Expose Fake Moon Landing?
0,"The president’s proposed budget ""will help reduce the deficit by $400 billion over the next decade to the lowest level since Dwight Eisenhower was president."""
0,Did Trump Start a New Political Party Called the 'Patriot Party'?
0,"""In the past year, more than 20 percent of Americans have changed their mind about the war in Afghanistan. They conclude we shouldn't be there."""
1,Has a Russian Spy Ship Been Spotted Near the East Coast of the United States?
0,Says a photo at CPAC shows evangelical leaders praying over a golden statue of former President Donald Trump.
0,Is This a Photo of the First Flight Attendant in 1914?
0,"Obama said troops ""whine about bearing the costs"" of going to war."
0,"Says of a failed cloture vote on nominating Chuck Hagel for defense secretary: ""This is not a filibuster."""
0,DC Police Officer Michael Fanone Did Not Storm Capitol with Confederate Flag
0,Did American Pediatricians Issue a Statement That Transgenderism Is 'Child Abuse'?
0,"State pension fund staffers ""lost billions. Then Sink gave them bonuses."""
0,"""Amendment 4 will reduce Florida’s economic output by $34 billion annually."""
1,"In the ""past few weeks,"" President Donald Trump pointed out ""Iranian violations on ballistic missile tests. By the way, these ballistic missiles are inscribed in Hebrew, ‘Israel must be destroyed.’ """
1,Was a 'Sacrifice the Weak' Sign Shown at a COVID-19 'ReOpen Tennessee' Rally?
0,"An image shows a “UFO photographed on June 21, 2014 by the pilot from the cockpit of an F-16 military plane flying near Lackland Air Force Base of the United States located in San Antonio, Texas.”"
0,Is This Hairy Frog Real?
0,"""Brock Turner’s early release will be a regular occurrence if Prop. 57 passes."""
0,Dangerous Lead in Lipstick?
0,Does This Photograph Show Stacey Abrams Touting the Support of Communists and the Muslim Brotherhood?
0,"""Amendment 1 protects Florida seniors from scams and rip-offs."""
0,Has Biden Proposed Taxing 401(k) Plans?
0,New Punishment for Reading the Bible in Saudi Arabia?
0,Celine Dion Death Hoax
0,Did Ross Perot Bequeath $100 Million to the Trump Campaign?
1,"Says under his plan to end cash bail ""the Waukesha perpetrator wouldn’t have been released """
0,Obama Crying Like a Psychopath Meme
0,China's Jinhua Zoo Names Baby Gorilla Harambe McHarambeface?
0,Transgender Woman Shot to Death in Department Store Restroom
0,Are These Images of Tortured Nigerian Slaves in Libya?
1,"Obama unilaterally announced he was delaying employer mandate ""through a blog post by a mid-level bureaucrat at the Department of Treasury."""
1,Did 5 People Die During Jan. 6 Capitol Riot?
1,"""When I saw corruption and sexual harassment cover-ups I called on Sheldon Silver to resign."""
0,"North Carolina is home to ""two rivers of the top five most polluted rivers"" in the U.S."
0,Wood in Cheese?
0,"No, Copperhead Snakes Aren't Living Inside Fish Mouths"
0,“NASA discovers THC on meteorite fragment.”
0,Photo shows Tom Hanks after “wife Rita exposed his condition after he was spotted in a bad state. Tom will spend the remainder of his life in and out of hospitals.”
1,"""In the first full month of my administration following the issuance of my executive orders, illegal immigration on our southern border fell by an unprecedented 40 percent."""
0,"Says video shows ""Ukrainian forces shoot down Russian plane carrying hundreds (of) troops on Kyiv airport."""
1,"500,000 U.S. troops came home from Iraq and Afghanistan ""with PTSD and traumatic brain injury."""
0,Was Fox News Banned as 'Propaganda' in Australia and New Zealand?
0,"When the Milwaukee County mental health facility is full, ""cops sit out there in their squad cars with a mentally ill patient"" and sometimes ""spend an entire shift out there doing that."""
0,"Says President Barack Obama ""added"" $6.5 trillion to the national debt in his first term, more than the $6.3 trillion added by the previous 43 presidents combined."
1,Is This Bill Clinton with Jeffrey Epstein?
1,"Rep. Dan Donovan ""voted for Tax Cuts"""
0,"Says former President Barack Obama ""took similar action against Cuban refugees"" as President Donald Trump did in his executive order."
0,"""Unfortunately we have documented instances where people defecated in the (Statehouse) building."""
0,"Says the state auditor found that 37 percent of the 428,000 students receiving free and reduced-price lunches are ineligible."
0,Did Putin Say He Will Make US-Europe 'Depopulation Plan' Public?
0,"Senate health care legislation will ""levy a new 'abortion premium' fee on Americans in the government-run plan."""
1,"Texas is ""50th in the nation in mental health care access."""
0,Did JFK Jr. Write in 1999 That Trump 'Would Be an Unstoppable Force for Ultimate Justice'?
1,"When the New York State Senate voted to legalize abortion in 1970, 12 Republican senators voted in favor of it."
1,Does Video Show a Chunk of the White Cliffs of Dover Falling Into the Sea?
0,Facebook to Ban 'Amen Posts'
0,Says Whoopi Goldberg kept her job and was applauded by ABC after calling Jeanine Pirro a racist slur.
1,Did H. L. Mencken Say the 'White House Will Be Adorned by a Downright Moron'?
1,Does This Trump Tweet Echo 'Mein Kampf'?
0,“American coronavirus vaccine killed five Ukrainians.”
1,"Yes, Macaroni and Cheese-Flavored Ice Cream Exists"
0,"Did President Donald Trump Amend an Executive Order to Recall 1,000 Retired Air Force Pilots?"
0,Can Owning a Chihuahua Cure Asthma?
0,"The Obama administration’s 2013 Syria proposal ""had no clear objective,"" while Trump’s Syria strike ""had a clear strategic objective."""
0,Photo shows “a German mall separating the vaccinated and unvaccinated.”
0,"Says 13 Texas universities ""have announced or implemented a $10,000 degree."""
1,"Since he took office as Milwaukee County executive, ""we have never raised"" bus fares and ""this year there’ll be a million route-miles more than there were five years ago."""
0,Are 'Illegal Immigrants' To Blame For a Hepatitis A Outbreak in San Diego?
0,Says that 9 million to 50 million undocumented immigrants live in the United States.
0,Rob Cornilles has disputed for two years a news story that said he said he would cut Social Security and Medicare programs before trimming the U.S. defense budget.
0,"No, Drake Is Not Dead"
0,Tim Kaine Yells at His Daughter
0,Did Mueller Conclude Trump Committed 'No Obstruction' in the 2016 Election Probe?
0,The typical anglerfish is seven feet long.
1,Does a Video Show Firefighters Catching a Suicidal Woman in Mid-Air?
0,Did Sen. Collins Say This About Trump?
1,"Before ""our last three presidents, you have to go back to the 1800s, early 1800s to find three presidents in a row being consecutively re-elected."""
0,"Did 30,000 Scientists Declare Climate Change a Hoax?"
1,"Says under federal law ""we do not have any limitation on the number of guns and bullets we can buy."""
0,Blake Masters “wants to privatize” Social Security.
0,"""Malia Obama suspended after racist anti-white attack goes viral."""
0,Says image shows Pete Buttigieg in a leather suit posing with two other men.
0,Airplane Forced to Make Emergency Landing Because Woman’s V@gina Smelled So Bad
0,"A serial killer is targeting women in Hot Springs, Ark."
0,"""In Catherine Cortez Masto's last term as attorney general, Nevada murder went up 11 percent, robbery went up 28 percent, rape 51 percent. When Cortez Masto left office, Nevada ranked as America's third most dangerous state."""
1,Drano Bottle Bombs
0,Recording Captures Tim Kaine Yelling at His Mistress
0,"""We're inches away from no longer having a free economy."""
1,"Since the stimulus package was passed, ""Ohio’s lost over 100,000 more jobs."""
1,"Yes, 'The Office' Filmed a Scene During an Earthquake"
0,"Says ""Many people I’ve talked to are angry that because of City Hall inaction we may have to spend a needless $500 million to cover and treat our pure drinking water."""
1,Did Fauci Say US Is 'Out of the Pandemic Phase'?
0,"Says Raz Simone “conquered” part of Seattle, handed out guns to form a paramilitary force that murdered three people, robbed the locals and walked away without being questioned."
